Timestamp,CUSIP,Bid,Ask
000002831000,912810TM0,99-297,99-302
000002831000,912810RZ3,99-297,99-302
000002832000,9128283H1,99-296,99-301
000002832000,9128283L2,99-296,99-301
000002832000,912828M80,99-296,99-301
000002832000,9128283J7,99-296,99-301
000002832000,9128283F5,99-296,99-301
000002832000,912810TM0,99-296,99-301
000002832000,912810RZ3,99-296,99-301
000002833000,9128283H1,99-295,99-300
000002833000,9128283L2,99-295,99-300
000002833000,912828M80,99-295,99-300
000002833000,9128283J7,99-295,99-300
000002833000,9128283F5,99-295,99-300
000002833000,912810TM0,99-295,99-300
000002833000,912810RZ3,99-295,99-300
000002834000,9128283H1,99-29+,99-297
000002834000,9128283L2,99-29+,99-297
000002834000,912828M80,99-29+,99-297
000002834000,9128283J7,99-29+,99-297
000002834000,9128283F5,99-29+,99-297
000002834000,912810TM0,99-29+,99-297
000002834000,912810RZ3,99-29+,99-297
000002835000,9128283H1,99-293,99-296
000002835000,9128283L2,99-293,99-296
000002835000,912828M80,99-293,99-296
000002835000,9128283J7,99-293,99-296
000002835000,9128283F5,99-293,99-296
000002835000,912810TM0,99-293,99-296
000002835000,912810RZ3,99-293,99-296
000002836000,9128283H1,99-292,99-295
000002836000,9128283L2,99-292,99-295
000002836000,912828M80,99-292,99-295
000002836000,9128283J7,99-292,99-295
000002836000,9128283F5,99-292,99-295
000002836000,912810TM0,99-292,99-295
000002836000,912810RZ3,99-292,99-295
000002837000,9128283H1,99-291,99-29+
000002837000,9128283L2,99-291,99-29+
000002837000,912828M80,99-291,99-29+
000002837000,9128283J7,99-291,99-29+
000002837000,9128283F5,99-291,99-29+
000002837000,912810TM0,99-291,99-29+
000002837000,912810RZ3,99-291,99-29+
000002838000,9128283H1,99-290,99-293
000002838000,9128283L2,99-290,99-293
000002838000,912828M80,99-290,99-293
000002838000,9128283J7,99-290,99-293
000002838000,9128283F5,99-290,99-293
000002838000,912810TM0,99-290,99-293
000002838000,912810RZ3,99-290,99-293
000002839000,9128283H1,99-287,99-292
000002839000,9128283L2,99-287,99-292
000002839000,912828M80,99-287,99-292
000002839000,9128283J7,99-287,99-292
000002839000,9128283F5,99-287,99-292
000002839000,912810TM0,99-287,99-292
000002839000,912810RZ3,99-287,99-292
000002840000,9128283H1,99-286,99-291
000002840000,9128283L2,99-286,99-291
000002840000,912828M80,99-286,99-291
000002840000,9128283J7,99-286,99-291
000002840000,9128283F5,99-286,99-291
000002840000,912810TM0,99-286,99-291
000002840000,912810RZ3,99-286,99-291
000002841000,9128283H1,99-285,99-290
000002841000,9128283L2,99-285,99-290
000002841000,912828M80,99-285,99-290
000002841000,9128283J7,99-285,99-290
000002841000,9128283F5,99-285,99-290
000002841000,912810TM0,99-285,99-290
000002841000,912810RZ3,99-285,99-290
000002842000,9128283H1,99-28+,99-287
000002842000,9128283L2,99-28+,99-287
000002842000,912828M80,99-28+,99-287
000002842000,9128283J7,99-28+,99-287
000002842000,9128283F5,99-28+,99-287
000002842000,912810TM0,99-28+,99-287
000002842000,912810RZ3,99-28+,99-287
000002843000,9128283H1,99-283,99-286
000002843000,9128283L2,99-283,99-286
000002843000,912828M80,99-283,99-286
000002843000,9128283J7,99-283,99-286
000002843000,9128283F5,99-283,99-286
000002843000,912810TM0,99-283,99-286
000002843000,912810RZ3,99-283,99-286
000002844000,9128283H1,99-282,99-285
000002844000,9128283L2,99-282,99-285
000002844000,912828M80,99-282,99-285
000002844000,9128283J7,99-282,99-285
000002844000,9128283F5,99-282,99-285
000002844000,912810TM0,99-282,99-285
000002844000,912810RZ3,99-282,99-285
000002845000,9128283H1,99-281,99-28+
000002845000,9128283L2,99-281,99-28+
000002845000,912828M80,99-281,99-28+
000002845000,9128283J7,99-281,99-28+
000002845000,9128283F5,99-281,99-28+
000002845000,912810TM0,99-281,99-28+
000002845000,912810RZ3,99-281,99-28+
000002846000,9128283H1,99-280,99-283
000002846000,9128283L2,99-280,99-283
000002846000,912828M80,99-280,99-283
000002846000,9128283J7,99-280,99-283
000002846000,9128283F5,99-280,99-283
000002846000,912810TM0,99-280,99-283
000002846000,912810RZ3,99-280,99-283
000002847000,9128283H1,99-277,99-282
000002847000,9128283L2,99-277,99-282
000002847000,912828M80,99-277,99-282
000002847000,9128283J7,99-277,99-282
000002847000,9128283F5,99-277,99-282
000002847000,912810TM0,99-277,99-282
000002847000,912810RZ3,99-277,99-282
000002848000,9128283H1,99-276,99-281
000002848000,9128283L2,99-276,99-281
000002848000,912828M80,99-276,99-281
000002848000,9128283J7,99-276,99-281
000002848000,9128283F5,99-276,99-281
000002848000,912810TM0,99-276,99-281
000002848000,912810RZ3,99-276,99-281
000002849000,9128283H1,99-275,99-280
000002849000,9128283L2,99-275,99-280
000002849000,912828M80,99-275,99-280
000002849000,9128283J7,99-275,99-280
000002849000,9128283F5,99-275,99-280
000002849000,912810TM0,99-275,99-280
000002849000,912810RZ3,99-275,99-280
000002850000,9128283H1,99-27+,99-277
000002850000,9128283L2,99-27+,99-277
000002850000,912828M80,99-27+,99-277
000002850000,9128283J7,99-27+,99-277
000002850000,9128283F5,99-27+,99-277
000002850000,912810TM0,99-27+,99-277
000002850000,912810RZ3,99-27+,99-277
000002851000,9128283H1,99-273,99-276
000002851000,9128283L2,99-273,99-276
000002851000,912828M80,99-273,99-276
000002851000,9128283J7,99-273,99-276
000002851000,9128283F5,99-273,99-276
000002851000,912810TM0,99-273,99-276
000002851000,912810RZ3,99-273,99-276
000002852000,9128283H1,99-272,99-275
000002852000,9128283L2,99-272,99-275
000002852000,912828M80,99-272,99-275
000002852000,9128283J7,99-272,99-275
000002852000,9128283F5,99-272,99-275
000002852000,912810TM0,99-272,99-275
000002852000,912810RZ3,99-272,99-275
000002853000,9128283H1,99-271,99-27+
000002853000,9128283L2,99-271,99-27+
000002853000,912828M80,99-271,99-27+
000002853000,9128283J7,99-271,99-27+
000002853000,9128283F5,99-271,99-27+
000002853000,912810TM0,99-271,99-27+
000002853000,912810RZ3,99-271,99-27+
000002854000,9128283H1,99-270,99-273
000002854000,9128283L2,99-270,99-273
000002854000,912828M80,99-270,99-273
000002854000,9128283J7,99-270,99-273
000002854000,9128283F5,99-270,99-273
000002854000,912810TM0,99-270,99-273
000002854000,912810RZ3,99-270,99-273
000002855000,9128283H1,99-267,99-272
000002855000,9128283L2,99-267,99-272
000002855000,912828M80,99-267,99-272
000002855000,9128283J7,99-267,99-272
000002855000,9128283F5,99-267,99-272
000002855000,912810TM0,99-267,99-272
000002855000,912810RZ3,99-267,99-272
000002856000,9128283H1,99-266,99-271
000002856000,9128283L2,99-266,99-271
000002856000,912828M80,99-266,99-271
000002856000,9128283J7,99-266,99-271
000002856000,9128283F5,99-266,99-271
000002856000,912810TM0,99-266,99-271
000002856000,912810RZ3,99-266,99-271
000002857000,9128283H1,99-265,99-270
000002857000,9128283L2,99-265,99-270
000002857000,912828M80,99-265,99-270
000002857000,9128283J7,99-265,99-270
000002857000,9128283F5,99-265,99-270
000002857000,912810TM0,99-265,99-270
000002857000,912810RZ3,99-265,99-270
000002858000,9128283H1,99-26+,99-267
000002858000,9128283L2,99-26+,99-267
000002858000,912828M80,99-26+,99-267
000002858000,9128283J7,99-26+,99-267
000002858000,9128283F5,99-26+,99-267
000002858000,912810TM0,99-26+,99-267
000002858000,912810RZ3,99-26+,99-267
000002859000,9128283H1,99-263,99-266
000002859000,9128283L2,99-263,99-266
000002859000,912828M80,99-263,99-266
000002859000,9128283J7,99-263,99-266
000002859000,9128283F5,99-263,99-266
000002859000,912810TM0,99-263,99-266
000002859000,912810RZ3,99-263,99-266
000002860000,9128283H1,99-262,99-265
000002860000,9128283L2,99-262,99-265
000002860000,912828M80,99-262,99-265
000002860000,9128283J7,99-262,99-265
000002860000,9128283F5,99-262,99-265
000002860000,912810TM0,99-262,99-265
000002860000,912810RZ3,99-262,99-265
000002861000,9128283H1,99-261,99-26+
000002861000,9128283L2,99-261,99-26+
000002861000,912828M80,99-261,99-26+
000002861000,9128283J7,99-261,99-26+
000002861000,9128283F5,99-261,99-26+
000002861000,912810TM0,99-261,99-26+
000002861000,912810RZ3,99-261,99-26+
000002862000,9128283H1,99-260,99-263
000002862000,9128283L2,99-260,99-263
000002862000,912828M80,99-260,99-263
000002862000,9128283J7,99-260,99-263
000002862000,9128283F5,99-260,99-263
000002862000,912810TM0,99-260,99-263
000002862000,912810RZ3,99-260,99-263
000002863000,9128283H1,99-257,99-262
000002863000,9128283L2,99-257,99-262
000002863000,912828M80,99-257,99-262
000002863000,9128283J7,99-257,99-262
000002863000,9128283F5,99-257,99-262
000002863000,912810TM0,99-257,99-262
000002863000,912810RZ3,99-257,99-262
000002864000,9128283H1,99-256,99-261
000002864000,9128283L2,99-256,99-261
000002864000,912828M80,99-256,99-261
000002864000,9128283J7,99-256,99-261
000002864000,9128283F5,99-256,99-261
000002864000,912810TM0,99-256,99-261
000002864000,912810RZ3,99-256,99-261
000002865000,9128283H1,99-255,99-260
000002865000,9128283L2,99-255,99-260
000002865000,912828M80,99-255,99-260
000002865000,9128283J7,99-255,99-260
000002865000,9128283F5,99-255,99-260
000002865000,912810TM0,99-255,99-260
000002865000,912810RZ3,99-255,99-260
000002866000,9128283H1,99-25+,99-257
000002866000,9128283L2,99-25+,99-257
000002866000,912828M80,99-25+,99-257
000002866000,9128283J7,99-25+,99-257
000002866000,9128283F5,99-25+,99-257
000002866000,912810TM0,99-25+,99-257
000002866000,912810RZ3,99-25+,99-257
000002867000,9128283H1,99-253,99-256
000002867000,9128283L2,99-253,99-256
000002867000,912828M80,99-253,99-256
000002867000,9128283J7,99-253,99-256
000002867000,9128283F5,99-253,99-256
000002867000,912810TM0,99-253,99-256
000002867000,912810RZ3,99-253,99-256
000002868000,9128283H1,99-252,99-255
000002868000,9128283L2,99-252,99-255
000002868000,912828M80,99-252,99-255
000002868000,9128283J7,99-252,99-255
000002868000,9128283F5,99-252,99-255
000002868000,912810TM0,99-252,99-255
000002868000,912810RZ3,99-252,99-255
000002869000,9128283H1,99-251,99-25+
000002869000,9128283L2,99-251,99-25+
000002869000,912828M80,99-251,99-25+
000002869000,9128283J7,99-251,99-25+
000002869000,9128283F5,99-251,99-25+
000002869000,912810TM0,99-251,99-25+
000002869000,912810RZ3,99-251,99-25+
000002870000,9128283H1,99-250,99-253
000002870000,9128283L2,99-250,99-253
000002870000,912828M80,99-250,99-253
000002870000,9128283J7,99-250,99-253
000002870000,9128283F5,99-250,99-253
000002870000,912810TM0,99-250,99-253
000002870000,912810RZ3,99-250,99-253
000002871000,9128283H1,99-247,99-252
000002871000,9128283L2,99-247,99-252
000002871000,912828M80,99-247,99-252
000002871000,9128283J7,99-247,99-252
000002871000,9128283F5,99-247,99-252
000002871000,912810TM0,99-247,99-252
000002871000,912810RZ3,99-247,99-252
000002872000,9128283H1,99-246,99-251
000002872000,9128283L2,99-246,99-251
000002872000,912828M80,99-246,99-251
000002872000,9128283J7,99-246,99-251
000002872000,9128283F5,99-246,99-251
000002872000,912810TM0,99-246,99-251
000002872000,912810RZ3,99-246,99-251
000002873000,9128283H1,99-245,99-250
000002873000,9128283L2,99-245,99-250
000002873000,912828M80,99-245,99-250
000002873000,9128283J7,99-245,99-250
000002873000,9128283F5,99-245,99-250
000002873000,912810TM0,99-245,99-250
000002873000,912810RZ3,99-245,99-250
000002874000,9128283H1,99-24+,99-247
000002874000,9128283L2,99-24+,99-247
000002874000,912828M80,99-24+,99-247
000002874000,9128283J7,99-24+,99-247
000002874000,9128283F5,99-24+,99-247
000002874000,912810TM0,99-24+,99-247
000002874000,912810RZ3,99-24+,99-247
000002875000,9128283H1,99-243,99-246
000002875000,9128283L2,99-243,99-246
000002875000,912828M80,99-243,99-246
000002875000,9128283J7,99-243,99-246
000002875000,9128283F5,99-243,99-246
000002875000,912810TM0,99-243,99-246
000002875000,912810RZ3,99-243,99-246
000002876000,9128283H1,99-242,99-245
000002876000,9128283L2,99-242,99-245
000002876000,912828M80,99-242,99-245
000002876000,9128283J7,99-242,99-245
000002876000,9128283F5,99-242,99-245
000002876000,912810TM0,99-242,99-245
000002876000,912810RZ3,99-242,99-245
000002877000,9128283H1,99-241,99-24+
000002877000,9128283L2,99-241,99-24+
000002877000,912828M80,99-241,99-24+
000002877000,9128283J7,99-241,99-24+
000002877000,9128283F5,99-241,99-24+
000002877000,912810TM0,99-241,99-24+
000002877000,912810RZ3,99-241,99-24+
000002878000,9128283H1,99-240,99-243
000002878000,9128283L2,99-240,99-243
000002878000,912828M80,99-240,99-243
000002878000,9128283J7,99-240,99-243
000002878000,9128283F5,99-240,99-243
000002878000,912810TM0,99-240,99-243
000002878000,912810RZ3,99-240,99-243
000002879000,9128283H1,99-237,99-242
000002879000,9128283L2,99-237,99-242
000002879000,912828M80,99-237,99-242
000002879000,9128283J7,99-237,99-242
000002879000,9128283F5,99-237,99-242
000002879000,912810TM0,99-237,99-242
000002879000,912810RZ3,99-237,99-242
000002880000,9128283H1,99-236,99-241
000002880000,9128283L2,99-236,99-241
000002880000,912828M80,99-236,99-241
000002880000,9128283J7,99-236,99-241
000002880000,9128283F5,99-236,99-241
000002880000,912810TM0,99-236,99-241
000002880000,912810RZ3,99-236,99-241
000002881000,9128283H1,99-235,99-240
000002881000,9128283L2,99-235,99-240
000002881000,912828M80,99-235,99-240
000002881000,9128283J7,99-235,99-240
000002881000,9128283F5,99-235,99-240
000002881000,912810TM0,99-235,99-240
000002881000,912810RZ3,99-235,99-240
000002882000,9128283H1,99-23+,99-237
000002882000,9128283L2,99-23+,99-237
000002882000,912828M80,99-23+,99-237
000002882000,9128283J7,99-23+,99-237
000002882000,9128283F5,99-23+,99-237
000002882000,912810TM0,99-23+,99-237
000002882000,912810RZ3,99-23+,99-237
000002883000,9128283H1,99-233,99-236
000002883000,9128283L2,99-233,99-236
000002883000,912828M80,99-233,99-236
000002883000,9128283J7,99-233,99-236
000002883000,9128283F5,99-233,99-236
000002883000,912810TM0,99-233,99-236
000002883000,912810RZ3,99-233,99-236
000002884000,9128283H1,99-232,99-235
000002884000,9128283L2,99-232,99-235
000002884000,912828M80,99-232,99-235
000002884000,9128283J7,99-232,99-235
000002884000,9128283F5,99-232,99-235
000002884000,912810TM0,99-232,99-235
000002884000,912810RZ3,99-232,99-235
000002885000,9128283H1,99-231,99-23+
000002885000,9128283L2,99-231,99-23+
000002885000,912828M80,99-231,99-23+
000002885000,9128283J7,99-231,99-23+
000002885000,9128283F5,99-231,99-23+
000002885000,912810TM0,99-231,99-23+
000002885000,912810RZ3,99-231,99-23+
000002886000,9128283H1,99-230,99-233
000002886000,9128283L2,99-230,99-233
000002886000,912828M80,99-230,99-233
000002886000,9128283J7,99-230,99-233
000002886000,9128283F5,99-230,99-233
000002886000,912810TM0,99-230,99-233
000002886000,912810RZ3,99-230,99-233
000002887000,9128283H1,99-227,99-232
000002887000,9128283L2,99-227,99-232
000002887000,912828M80,99-227,99-232
000002887000,9128283J7,99-227,99-232
000002887000,9128283F5,99-227,99-232
000002887000,912810TM0,99-227,99-232
000002887000,912810RZ3,99-227,99-232
000002888000,9128283H1,99-226,99-231
000002888000,9128283L2,99-226,99-231
000002888000,912828M80,99-226,99-231
000002888000,9128283J7,99-226,99-231
000002888000,9128283F5,99-226,99-231
000002888000,912810TM0,99-226,99-231
000002888000,912810RZ3,99-226,99-231
000002889000,9128283H1,99-225,99-230
000002889000,9128283L2,99-225,99-230
000002889000,912828M80,99-225,99-230
000002889000,9128283J7,99-225,99-230
000002889000,9128283F5,99-225,99-230
000002889000,912810TM0,99-225,99-230
000002889000,912810RZ3,99-225,99-230
000002890000,9128283H1,99-22+,99-227
000002890000,9128283L2,99-22+,99-227
000002890000,912828M80,99-22+,99-227
000002890000,9128283J7,99-22+,99-227
000002890000,9128283F5,99-22+,99-227
000002890000,912810TM0,99-22+,99-227
000002890000,912810RZ3,99-22+,99-227
000002891000,9128283H1,99-223,99-226
000002891000,9128283L2,99-223,99-226
000002891000,912828M80,99-223,99-226
000002891000,9128283J7,99-223,99-226
000002891000,9128283F5,99-223,99-226
000002891000,912810TM0,99-223,99-226
000002891000,912810RZ3,99-223,99-226
000002892000,9128283H1,99-222,99-225
000002892000,9128283L2,99-222,99-225
000002892000,912828M80,99-222,99-225
000002892000,9128283J7,99-222,99-225
000002892000,9128283F5,99-222,99-225
000002892000,912810TM0,99-222,99-225
000002892000,912810RZ3,99-222,99-225
000002893000,9128283H1,99-221,99-22+
000002893000,9128283L2,99-221,99-22+
000002893000,912828M80,99-221,99-22+
000002893000,9128283J7,99-221,99-22+
000002893000,9128283F5,99-221,99-22+
000002893000,912810TM0,99-221,99-22+
000002893000,912810RZ3,99-221,99-22+
000002894000,9128283H1,99-220,99-223
000002894000,9128283L2,99-220,99-223
000002894000,912828M80,99-220,99-223
000002894000,9128283J7,99-220,99-223
000002894000,9128283F5,99-220,99-223
000002894000,912810TM0,99-220,99-223
000002894000,912810RZ3,99-220,99-223
000002895000,9128283H1,99-217,99-222
000002895000,9128283L2,99-217,99-222
000002895000,912828M80,99-217,99-222
000002895000,9128283J7,99-217,99-222
000002895000,9128283F5,99-217,99-222
000002895000,912810TM0,99-217,99-222
000002895000,912810RZ3,99-217,99-222
000002896000,9128283H1,99-216,99-221
000002896000,9128283L2,99-216,99-221
000002896000,912828M80,99-216,99-221
000002896000,9128283J7,99-216,99-221
000002896000,9128283F5,99-216,99-221
000002896000,912810TM0,99-216,99-221
000002896000,912810RZ3,99-216,99-221
000002897000,9128283H1,99-215,99-220
000002897000,9128283L2,99-215,99-220
000002897000,912828M80,99-215,99-220
000002897000,9128283J7,99-215,99-220
000002897000,9128283F5,99-215,99-220
000002897000,912810TM0,99-215,99-220
000002897000,912810RZ3,99-215,99-220
000002898000,9128283H1,99-21+,99-217
000002898000,9128283L2,99-21+,99-217
000002898000,912828M80,99-21+,99-217
000002898000,9128283J7,99-21+,99-217
000002898000,9128283F5,99-21+,99-217
000002898000,912810TM0,99-21+,99-217
000002898000,912810RZ3,99-21+,99-217
000002899000,9128283H1,99-213,99-216
000002899000,9128283L2,99-213,99-216
000002899000,912828M80,99-213,99-216
000002899000,9128283J7,99-213,99-216
000002899000,9128283F5,99-213,99-216
000002899000,912810TM0,99-213,99-216
000002899000,912810RZ3,99-213,99-216
000002900000,9128283H1,99-212,99-215
000002900000,9128283L2,99-212,99-215
000002900000,912828M80,99-212,99-215
000002900000,9128283J7,99-212,99-215
000002900000,9128283F5,99-212,99-215
000002900000,912810TM0,99-212,99-215
000002900000,912810RZ3,99-212,99-215
000002901000,9128283H1,99-211,99-21+
000002901000,9128283L2,99-211,99-21+
000002901000,912828M80,99-211,99-21+
000002901000,9128283J7,99-211,99-21+
000002901000,9128283F5,99-211,99-21+
000002901000,912810TM0,99-211,99-21+
000002901000,912810RZ3,99-211,99-21+
000002902000,9128283H1,99-210,99-213
000002902000,9128283L2,99-210,99-213
000002902000,912828M80,99-210,99-213
000002902000,9128283J7,99-210,99-213
000002902000,9128283F5,99-210,99-213
000002902000,912810TM0,99-210,99-213
000002902000,912810RZ3,99-210,99-213
000002903000,9128283H1,99-207,99-212
000002903000,9128283L2,99-207,99-212
000002903000,912828M80,99-207,99-212
000002903000,9128283J7,99-207,99-212
000002903000,9128283F5,99-207,99-212
000002903000,912810TM0,99-207,99-212
000002903000,912810RZ3,99-207,99-212
000002904000,9128283H1,99-206,99-211
000002904000,9128283L2,99-206,99-211
000002904000,912828M80,99-206,99-211
000002904000,9128283J7,99-206,99-211
000002904000,9128283F5,99-206,99-211
000002904000,912810TM0,99-206,99-211
000002904000,912810RZ3,99-206,99-211
000002905000,9128283H1,99-205,99-210
000002905000,9128283L2,99-205,99-210
000002905000,912828M80,99-205,99-210
000002905000,9128283J7,99-205,99-210
000002905000,9128283F5,99-205,99-210
000002905000,912810TM0,99-205,99-210
000002905000,912810RZ3,99-205,99-210
000002906000,9128283H1,99-20+,99-207
000002906000,9128283L2,99-20+,99-207
000002906000,912828M80,99-20+,99-207
000002906000,9128283J7,99-20+,99-207
000002906000,9128283F5,99-20+,99-207
000002906000,912810TM0,99-20+,99-207
000002906000,912810RZ3,99-20+,99-207
000002907000,9128283H1,99-203,99-206
000002907000,9128283L2,99-203,99-206
000002907000,912828M80,99-203,99-206
000002907000,9128283J7,99-203,99-206
000002907000,9128283F5,99-203,99-206
000002907000,912810TM0,99-203,99-206
000002907000,912810RZ3,99-203,99-206
000002908000,9128283H1,99-202,99-205
000002908000,9128283L2,99-202,99-205
000002908000,912828M80,99-202,99-205
000002908000,9128283J7,99-202,99-205
000002908000,9128283F5,99-202,99-205
000002908000,912810TM0,99-202,99-205
000002908000,912810RZ3,99-202,99-205
000002909000,9128283H1,99-201,99-20+
000002909000,9128283L2,99-201,99-20+
000002909000,912828M80,99-201,99-20+
000002909000,9128283J7,99-201,99-20+
000002909000,9128283F5,99-201,99-20+
000002909000,912810TM0,99-201,99-20+
000002909000,912810RZ3,99-201,99-20+
000002910000,9128283H1,99-200,99-203
000002910000,9128283L2,99-200,99-203
000002910000,912828M80,99-200,99-203
000002910000,9128283J7,99-200,99-203
000002910000,9128283F5,99-200,99-203
000002910000,912810TM0,99-200,99-203
000002910000,912810RZ3,99-200,99-203
000002911000,9128283H1,99-197,99-202
000002911000,9128283L2,99-197,99-202
000002911000,912828M80,99-197,99-202
000002911000,9128283J7,99-197,99-202
000002911000,9128283F5,99-197,99-202
000002911000,912810TM0,99-197,99-202
000002911000,912810RZ3,99-197,99-202
000002912000,9128283H1,99-196,99-201
000002912000,9128283L2,99-196,99-201
000002912000,912828M80,99-196,99-201
000002912000,9128283J7,99-196,99-201
000002912000,9128283F5,99-196,99-201
000002912000,912810TM0,99-196,99-201
000002912000,912810RZ3,99-196,99-201
000002913000,9128283H1,99-195,99-200
000002913000,9128283L2,99-195,99-200
000002913000,912828M80,99-195,99-200
000002913000,9128283J7,99-195,99-200
000002913000,9128283F5,99-195,99-200
000002913000,912810TM0,99-195,99-200
000002913000,912810RZ3,99-195,99-200
000002914000,9128283H1,99-19+,99-197
000002914000,9128283L2,99-19+,99-197
000002914000,912828M80,99-19+,99-197
000002914000,9128283J7,99-19+,99-197
000002914000,9128283F5,99-19+,99-197
000002914000,912810TM0,99-19+,99-197
000002914000,912810RZ3,99-19+,99-197
000002915000,9128283H1,99-193,99-196
000002915000,9128283L2,99-193,99-196
000002915000,912828M80,99-193,99-196
000002915000,9128283J7,99-193,99-196
000002915000,9128283F5,99-193,99-196
000002915000,912810TM0,99-193,99-196
000002915000,912810RZ3,99-193,99-196
000002916000,9128283H1,99-192,99-195
000002916000,9128283L2,99-192,99-195
000002916000,912828M80,99-192,99-195
000002916000,9128283J7,99-192,99-195
000002916000,9128283F5,99-192,99-195
000002916000,912810TM0,99-192,99-195
000002916000,912810RZ3,99-192,99-195
000002917000,9128283H1,99-191,99-19+
000002917000,9128283L2,99-191,99-19+
000002917000,912828M80,99-191,99-19+
000002917000,9128283J7,99-191,99-19+
000002917000,9128283F5,99-191,99-19+
000002917000,912810TM0,99-191,99-19+
000002917000,912810RZ3,99-191,99-19+
000002918000,9128283H1,99-190,99-193
000002918000,9128283L2,99-190,99-193
000002918000,912828M80,99-190,99-193
000002918000,9128283J7,99-190,99-193
000002918000,9128283F5,99-190,99-193
000002918000,912810TM0,99-190,99-193
000002918000,912810RZ3,99-190,99-193
000002919000,9128283H1,99-187,99-192
000002919000,9128283L2,99-187,99-192
000002919000,912828M80,99-187,99-192
000002919000,9128283J7,99-187,99-192
000002919000,9128283F5,99-187,99-192
000002919000,912810TM0,99-187,99-192
000002919000,912810RZ3,99-187,99-192
000002920000,9128283H1,99-186,99-191
000002920000,9128283L2,99-186,99-191
000002920000,912828M80,99-186,99-191
000002920000,9128283J7,99-186,99-191
000002920000,9128283F5,99-186,99-191
000002920000,912810TM0,99-186,99-191
000002920000,912810RZ3,99-186,99-191
000002921000,9128283H1,99-185,99-190
000002921000,9128283L2,99-185,99-190
000002921000,912828M80,99-185,99-190
000002921000,9128283J7,99-185,99-190
000002921000,9128283F5,99-185,99-190
000002921000,912810TM0,99-185,99-190
000002921000,912810RZ3,99-185,99-190
000002922000,9128283H1,99-18+,99-187
000002922000,9128283L2,99-18+,99-187
000002922000,912828M80,99-18+,99-187
000002922000,9128283J7,99-18+,99-187
000002922000,9128283F5,99-18+,99-187
000002922000,912810TM0,99-18+,99-187
000002922000,912810RZ3,99-18+,99-187
000002923000,9128283H1,99-183,99-186
000002923000,9128283L2,99-183,99-186
000002923000,912828M80,99-183,99-186
000002923000,9128283J7,99-183,99-186
000002923000,9128283F5,99-183,99-186
000002923000,912810TM0,99-183,99-186
000002923000,912810RZ3,99-183,99-186
000002924000,9128283H1,99-182,99-185
000002924000,9128283L2,99-182,99-185
000002924000,912828M80,99-182,99-185
000002924000,9128283J7,99-182,99-185
000002924000,9128283F5,99-182,99-185
000002924000,912810TM0,99-182,99-185
000002924000,912810RZ3,99-182,99-185
000002925000,9128283H1,99-181,99-18+
000002925000,9128283L2,99-181,99-18+
000002925000,912828M80,99-181,99-18+
000002925000,9128283J7,99-181,99-18+
000002925000,9128283F5,99-181,99-18+
000002925000,912810TM0,99-181,99-18+
000002925000,912810RZ3,99-181,99-18+
000002926000,9128283H1,99-180,99-183
000002926000,9128283L2,99-180,99-183
000002926000,912828M80,99-180,99-183
000002926000,9128283J7,99-180,99-183
000002926000,9128283F5,99-180,99-183
000002926000,912810TM0,99-180,99-183
000002926000,912810RZ3,99-180,99-183
000002927000,9128283H1,99-177,99-182
000002927000,9128283L2,99-177,99-182
000002927000,912828M80,99-177,99-182
000002927000,9128283J7,99-177,99-182
000002927000,9128283F5,99-177,99-182
000002927000,912810TM0,99-177,99-182
000002927000,912810RZ3,99-177,99-182
000002928000,9128283H1,99-176,99-181
000002928000,9128283L2,99-176,99-181
000002928000,912828M80,99-176,99-181
000002928000,9128283J7,99-176,99-181
000002928000,9128283F5,99-176,99-181
000002928000,912810TM0,99-176,99-181
000002928000,912810RZ3,99-176,99-181
000002929000,9128283H1,99-175,99-180
000002929000,9128283L2,99-175,99-180
000002929000,912828M80,99-175,99-180
000002929000,9128283J7,99-175,99-180
000002929000,9128283F5,99-175,99-180
000002929000,912810TM0,99-175,99-180
000002929000,912810RZ3,99-175,99-180
000002930000,9128283H1,99-17+,99-177
000002930000,9128283L2,99-17+,99-177
000002930000,912828M80,99-17+,99-177
000002930000,9128283J7,99-17+,99-177
000002930000,9128283F5,99-17+,99-177
000002930000,912810TM0,99-17+,99-177
000002930000,912810RZ3,99-17+,99-177
000002931000,9128283H1,99-173,99-176
000002931000,9128283L2,99-173,99-176
000002931000,912828M80,99-173,99-176
000002931000,9128283J7,99-173,99-176
000002931000,9128283F5,99-173,99-176
000002931000,912810TM0,99-173,99-176
000002931000,912810RZ3,99-173,99-176
000002932000,9128283H1,99-172,99-175
000002932000,9128283L2,99-172,99-175
000002932000,912828M80,99-172,99-175
000002932000,9128283J7,99-172,99-175
000002932000,9128283F5,99-172,99-175
000002932000,912810TM0,99-172,99-175
000002932000,912810RZ3,99-172,99-175
000002933000,9128283H1,99-171,99-17+
000002933000,9128283L2,99-171,99-17+
000002933000,912828M80,99-171,99-17+
000002933000,9128283J7,99-171,99-17+
000002933000,9128283F5,99-171,99-17+
000002933000,912810TM0,99-171,99-17+
000002933000,912810RZ3,99-171,99-17+
000002934000,9128283H1,99-170,99-173
000002934000,9128283L2,99-170,99-173
000002934000,912828M80,99-170,99-173
000002934000,9128283J7,99-170,99-173
000002934000,9128283F5,99-170,99-173
000002934000,912810TM0,99-170,99-173
000002934000,912810RZ3,99-170,99-173
000002935000,9128283H1,99-167,99-172
000002935000,9128283L2,99-167,99-172
000002935000,912828M80,99-167,99-172
